id,member_id,loan_status,loan_amnt,term,int_rate,verification_status,purpose,policy_code,application_type,home_ownership,annual_inc,addr_state,dti,delinq_2yrs,mths_since_last_delinq,total_acc,inq_last_6mths,mths_since_last_record,open_acc,pub_rec,collections_12_mths_ex_med,acc_now_delinq,default
854501,1066752,Fully Paid,2800, 36 months,10.59,Source Verified,house,1,INDIVIDUAL,OWN,50000,OH,19.34,0,36,30,2,80,12,1,0,0,non-default
855639,1067968,Fully Paid,5000, 60 months,15.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,49000,CA,18.49,0,39,15,2,116,7,1,0,0,non-default
855586,1067909,Fully Paid,4000, 36 months,11.49,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,65000,CA,9.3,0,37,20,2,89,9,1,0,0,non-default
836330,1046356,Charged Off,12000, 60 months,11.49,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,45000,CA,3.87,0,60,14,0,110,8,1,0,0,default
854240,1066474,Charged Off,3000, 36 months,16.89,Not Verified,medical,1,INDIVIDUAL,RENT,60000,NY,2.54,3,20,10,0,12,3,2,0,0,default
854208,1066441,Charged Off,35000, 60 months,21.36,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,120000,MD,18.63,0,47,22,0,101,9,1,0,0,default
853617,1048738,Fully Paid,14000, 36 months,11.99,Source Verified,medical,1,INDIVIDUAL,MORTGAGE,120000,OK,6.81,0,30,48,2,26,16,1,0,0,non-default
852973,1065114,Charged Off,14000, 36 months,10.59,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,90000,RI,14.68,0,72,35,0,78,10,1,0,0,default
850602,1062443,Fully Paid,3000, 36 months,17.49,Not Verified,vacation,1,INDIVIDUAL,MORTGAGE,70000,OH,10.37,0,38,21,1,26,3,1,0,0,non-default
849145,1039334,Fully Paid,5125, 36 months,9.99,Source Verified,renewable_energy,1,INDIVIDUAL,OWN,50000,FL,15.25,0,69,25,2,101,15,1,0,0,non-default
848538,1060154,Fully Paid,7500, 36 months,15.62,Not Verified,credit_card,1,INDIVIDUAL,RENT,45000,PA,9.81,2,3,8,0,115,6,1,0,0,non-default
846484,1057880,Charged Off,8400, 36 months,15.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,120000,RI,5.06,1,21,19,2,112,7,1,0,0,default
592521,760982,Fully Paid,9000, 36 months,11.49,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,110000,MD,14.65,1,6,27,0,61,14,1,0,0,non-default
845188,1056357,Charged Off,8000, 36 months,11.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,40000,IL,24.9,0,40,21,1,73,10,1,0,0,default
844892,1055997,Fully Paid,2600, 60 months,20.25,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,27800,MD,4.96,0,25,9,3,72,7,1,0,0,non-default
844784,1055851,Charged Off,10000, 60 months,13.99,Source Verified,other,1,INDIVIDUAL,RENT,80004,IL,6.33,0,24,14,2,33,5,1,0,0,default
837679,1047720,Fully Paid,16000, 60 months,17.99,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,40000,MI,13.53,0,37,25,2,11,9,1,0,0,non-default
842775,1053468,Fully Paid,7000, 36 months,11.99,Verified,medical,1,INDIVIDUAL,MORTGAGE,130000,OK,15.42,0,26,45,2,92,15,1,0,0,non-default
838579,1048683,Fully Paid,3600, 36 months,11.49,Not Verified,moving,1,INDIVIDUAL,RENT,45000,SC,23.39,0,39,15,1,31,12,1,0,0,non-default
841209,1051740,Fully Paid,6000, 36 months,16.49,Verified,moving,1,INDIVIDUAL,RENT,72000,CT,18.2,0,63,16,1,86,7,1,0,0,non-default
841046,1051557,Charged Off,7200, 36 months,9.99,Not Verified,other,1,INDIVIDUAL,MORTGAGE,50000,VA,6.5,0,68,24,1,97,7,1,0,0,default
839684,1049860,Fully Paid,7000, 60 months,15.99,Verified,other,1,INDIVIDUAL,MORTGAGE,94500,NC,21.22,2,20,19,0,85,8,1,0,0,non-default
822152,1030568,Fully Paid,20000, 60 months,22.48,Verified,small_business,1,INDIVIDUAL,MORTGAGE,72800,TX,16.83,3,10,51,2,69,24,1,0,0,non-default
837418,1047540,Fully Paid,4000, 36 months,8.49,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,70000,UT,2.07,0,48,20,1,52,9,1,0,0,non-default
833458,1043059,Fully Paid,25000, 60 months,20.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,74000,NY,15.73,1,5,23,2,96,11,1,0,0,non-default
834983,1044887,Fully Paid,7000, 36 months,5.99,Not Verified,credit_card,1,INDIVIDUAL,RENT,27600,OR,18.65,0,74,20,0,58,9,1,0,0,non-default
835351,1045272,Fully Paid,7500, 36 months,7.49,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,48000,CA,4.4,0,48,11,0,107,7,1,0,0,non-default
832996,1042519,Fully Paid,9600, 36 months,12.99,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,65000,CT,13.44,0,74,24,1,96,14,1,0,0,non-default
833074,1042618,Fully Paid,14000, 60 months,16.89,Not Verified,other,1,INDIVIDUAL,MORTGAGE,50000,SC,20.33,1,8,30,1,110,11,1,0,0,non-default
833632,1001853,Fully Paid,2100, 36 months,9.99,Not Verified,other,1,INDIVIDUAL,MORTGAGE,54000,OH,8.89,0,68,22,1,61,13,1,0,0,non-default
832811,1042302,Fully Paid,6000, 36 months,12.99,Source Verified,major_purchase,1,INDIVIDUAL,RENT,32000,WV,18.94,0,57,16,1,80,6,1,0,0,non-default
831761,1041070,Fully Paid,35000, 60 months,18.79,Verified,other,1,INDIVIDUAL,OWN,66000,NY,13.36,0,40,15,0,94,9,1,0,0,non-default
830743,1039913,Fully Paid,4325, 36 months,7.49,Source Verified,credit_card,1,INDIVIDUAL,MORTGAGE,44300,FL,5.47,0,73,34,0,110,9,1,0,0,non-default
829665,1038778,Fully Paid,7500, 36 months,10.59,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,54500,NJ,14.6,1,9,30,0,89,13,1,0,0,non-default
828634,1037679,Fully Paid,5000, 36 months,10.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,52000,VA,4.8,1,19,17,2,87,8,1,0,0,non-default
827490,1036445,Fully Paid,4550, 36 months,15.23,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,42000,WA,7,0,48,9,1,97,5,1,0,0,non-default
826973,1035892,Fully Paid,2500, 36 months,11.49,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,MO,22.5,1,15,12,0,109,7,1,0,0,non-default
825885,1034718,Fully Paid,4150, 36 months,18.39,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,62000,KS,4.06,1,13,15,0,89,5,1,0,0,non-default
824618,1033347,Fully Paid,2650, 36 months,7.49,Not Verified,wedding,1,INDIVIDUAL,MORTGAGE,47000,CA,6.13,0,40,14,0,114,6,1,0,0,non-default
823356,1031919,Fully Paid,8000, 36 months,12.99,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,90000,CA,7.68,0,46,19,1,26,11,1,0,0,non-default
821787,1030172,Fully Paid,7800, 36 months,11.99,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,102000,CA,4.88,2,19,28,1,32,7,1,0,0,non-default
821321,1029656,Fully Paid,4800, 36 months,14.79,Not Verified,moving,1,INDIVIDUAL,RENT,61000,CA,6.96,0,79,15,1,104,11,1,0,0,non-default
821011,1029268,Fully Paid,15000, 36 months,9.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,76960,GA,21.74,0,72,38,0,88,13,1,0,0,non-default
820986,1029241,Fully Paid,8500, 36 months,13.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,33000,OH,5.78,0,29,29,1,26,5,2,0,0,non-default
818392,1026320,Fully Paid,10625, 36 months,11.99,Verified,small_business,1,INDIVIDUAL,MORTGAGE,32400,CO,3.67,0,56,15,0,90,5,1,0,0,non-default
818395,1026323,Fully Paid,4200, 36 months,9.99,Not Verified,other,1,INDIVIDUAL,OWN,50988,OH,13.67,0,41,11,0,92,7,1,0,0,non-default
802048,1007670,Fully Paid,3600, 36 months,13.49,Not Verified,major_purchase,1,INDIVIDUAL,MORTGAGE,65004,PA,13.59,0,56,18,1,67,6,1,0,0,non-default
803924,1009735,Charged Off,11500, 36 months,9.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,28800,AZ,18.08,0,73,25,0,117,12,1,0,0,default
815522,1023191,Fully Paid,10000, 36 months,10.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,78096,WA,15.03,0,48,41,0,98,12,1,0,0,non-default
815248,1022855,Fully Paid,6000, 36 months,10.59,Verified,debt_consolidation,1,INDIVIDUAL,RENT,30840,OH,16.19,0,26,12,0,93,9,1,0,0,non-default
814946,1022526,Fully Paid,2500, 36 months,11.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,12000,FL,7.4,0,67,12,1,112,5,1,0,0,non-default
814629,1022159,Charged Off,2000, 36 months,11.99,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,55000,TX,18.92,1,11,23,2,113,13,1,0,0,default
813997,1021480,Fully Paid,4000, 36 months,10.99,Source Verified,wedding,1,INDIVIDUAL,MORTGAGE,52800,VA,15.43,0,61,20,1,101,7,1,0,0,non-default
813928,1021407,Fully Paid,14125, 36 months,13.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,45000,OK,21.41,0,81,38,1,101,11,1,0,0,non-default
813817,1021291,Fully Paid,2800, 36 months,13.49,Verified,vacation,1,INDIVIDUAL,MORTGAGE,55000,NV,8.97,0,64,25,1,87,11,1,0,0,non-default
812794,1020028,Fully Paid,6000, 36 months,15.23,Source Verified,moving,1,INDIVIDUAL,MORTGAGE,78408,KY,0.92,0,39,5,2,89,2,1,0,0,non-default
810905,1017864,Fully Paid,6000, 36 months,15.23,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,28800,FL,11.46,0,32,11,1,64,3,1,0,0,non-default
812422,1019579,Fully Paid,5000, 36 months,11.49,Verified,wedding,1,INDIVIDUAL,MORTGAGE,38400,FL,20.59,0,32,28,3,86,12,1,0,0,non-default
812407,1019563,Charged Off,11200, 60 months,21.74,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,67000,NY,6.3,1,17,25,2,85,12,1,0,0,default
810558,1017487,Fully Paid,15000, 36 months,15.99,Not Verified,other,1,INDIVIDUAL,MORTGAGE,103000,SC,11.34,1,23,19,2,99,6,1,0,0,non-default
801277,1006833,Charged Off,8125, 60 months,16.89,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,59750,IL,20.65,0,40,34,2,106,11,1,0,0,default
791047,995299,Fully Paid,16000, 60 months,14.79,Source Verified,renewable_energy,1,INDIVIDUAL,OWN,50000,FL,8.47,0,68,24,2,100,14,1,0,0,non-default
810756,1017709,Fully Paid,10000, 36 months,19.69,Source Verified,small_business,1,INDIVIDUAL,RENT,96000,CA,5.26,1,20,15,0,98,3,1,0,0,non-default
810587,1017519,Charged Off,15000, 60 months,19.29,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,75000,GA,16.22,0,68,30,1,110,20,1,0,0,default
785876,989224,Fully Paid,16050, 60 months,19.29,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,70000,MO,19.45,1,14,12,0,108,7,1,0,0,non-default
808408,1015133,Fully Paid,4800, 36 months,12.99,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,54000,FL,21.53,1,22,35,1,104,16,1,0,0,non-default
808268,1014937,Fully Paid,6800, 36 months,8.49,Source Verified,major_purchase,1,INDIVIDUAL,RENT,68004,OK,9.78,0,29,16,0,35,8,1,0,0,non-default
808039,1014680,Charged Off,18225, 60 months,17.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,42000,CA,19.37,0,82,23,1,99,15,1,0,0,default
808015,1014654,Charged Off,12000, 60 months,13.49,Not Verified,other,1,INDIVIDUAL,RENT,50000,KS,12.55,0,30,20,0,88,8,1,0,0,default
807954,1001412,Charged Off,25000, 60 months,21.74,Verified,small_business,1,INDIVIDUAL,RENT,57000,MD,14.97,0,58,30,0,63,14,1,0,0,default
807326,1013888,Fully Paid,2400, 36 months,11.49,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,60000,PA,5.74,0,67,17,0,62,5,1,0,0,non-default
806075,1012232,Fully Paid,7800, 36 months,15.62,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,43955.48,IL,22.82,0,66,34,2,117,21,1,0,0,non-default
805854,1011992,Fully Paid,3000, 36 months,12.99,Source Verified,medical,1,INDIVIDUAL,MORTGAGE,62000,OR,0.29,0,55,13,2,58,3,2,0,0,non-default
805295,1011301,Charged Off,3250, 36 months,13.49,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,20000,NJ,22.62,0,71,25,1,86,11,1,0,0,default
804539,1010427,Fully Paid,7500, 36 months,11.49,Source Verified,medical,1,INDIVIDUAL,MORTGAGE,102000,CA,10.38,0,58,26,0,93,15,1,0,0,non-default
804512,1010400,Charged Off,5000, 36 months,12.99,Verified,other,1,INDIVIDUAL,RENT,50000,CA,17.02,0,35,40,2,106,9,1,0,0,default
804490,1010376,Fully Paid,10000, 36 months,16.89,Source Verified,home_improvement,1,INDIVIDUAL,RENT,40000,NY,8.67,1,9,24,3,113,9,1,0,0,non-default
802683,1008360,Fully Paid,3925, 36 months,9.99,Not Verified,major_purchase,1,INDIVIDUAL,OWN,36000,WA,12.87,0,34,8,0,106,5,1,0,0,non-default
801361,1006929,Late (31-120 days),3400, 60 months,17.49,Source Verified,other,1,INDIVIDUAL,RENT,48000,MI,8.4,0,56,20,0,91,6,1,0,0,default
800132,1005391,Fully Paid,14000, 36 months,12.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,36000,MO,20.17,0,69,22,2,77,10,1,0,0,non-default
800018,1005270,Fully Paid,14000, 60 months,17.49,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,50000,FL,21.24,1,21,27,1,81,9,1,0,0,non-default
799136,1004301,Fully Paid,12000, 36 months,12.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,72000,NY,17.63,0,42,24,3,94,14,1,0,0,non-default
798265,1003377,Fully Paid,7000, 36 months,10.99,Not Verified,credit_card,1,INDIVIDUAL,MORTGAGE,25000,MN,8.35,0,42,12,1,23,4,1,0,0,non-default
796970,1001880,Fully Paid,12000, 60 months,16.49,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,83500,OK,3.94,0,60,24,1,68,10,1,0,0,non-default
796350,1001192,Charged Off,18300, 36 months,10.99,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,74900,SC,13.03,1,19,38,1,116,13,1,0,0,default
795289,1000015,Fully Paid,9600, 36 months,12.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,60000,KS,16.74,0,67,22,1,107,9,1,0,0,non-default
794415,999037,Fully Paid,9450, 36 months,10.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,78000,AL,23.69,0,39,29,0,108,12,1,0,0,non-default
793212,997700,Fully Paid,4800, 36 months,14.79,Source Verified,medical,1,INDIVIDUAL,RENT,80000,CT,17.31,0,68,33,1,110,10,1,0,0,non-default
784486,987703,Fully Paid,8000, 36 months,5.99,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,60000,PA,6.22,0,82,19,0,115,7,1,0,0,non-default
787915,991530,Fully Paid,10000, 36 months,16.89,Source Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,60000,UT,6.12,0,29,13,1,91,5,1,0,0,non-default
792691,997131,Charged Off,5000, 36 months,15.62,Verified,small_business,1,INDIVIDUAL,RENT,65000,CA,18.28,0,50,23,3,99,16,1,0,0,default
791778,996136,Fully Paid,15000, 36 months,10.99,Source Verified,small_business,1,INDIVIDUAL,MORTGAGE,120000,FL,10.09,1,23,28,0,110,14,1,0,0,non-default
791523,995838,Fully Paid,2000, 36 months,11.49,Source Verified,major_purchase,1,INDIVIDUAL,MORTGAGE,70000,KY,11.42,0,53,23,0,107,5,1,0,0,non-default
791054,995309,Fully Paid,17000, 60 months,17.99,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,64800,GA,11.74,0,72,21,0,87,6,1,0,0,non-default
783017,986087,Fully Paid,5975, 36 months,11.49,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,34800,OH,7.69,0,48,17,0,104,5,1,0,0,non-default
790040,994103,Fully Paid,2000, 36 months,15.23,Not Verified,vacation,1,INDIVIDUAL,MORTGAGE,93000,DC,21.24,0,63,27,2,78,13,1,0,0,non-default
789742,993703,Charged Off,6000, 36 months,12.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,50400,KY,13.86,0,52,18,1,58,8,1,0,0,default
788163,991806,Fully Paid,8000, 36 months,13.49,Not Verified,major_purchase,1,INDIVIDUAL,MORTGAGE,130000,KS,3.42,1,12,9,2,39,6,1,0,0,non-default
787570,991125,Fully Paid,2000, 36 months,14.79,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,67000,VA,15.92,0,51,24,2,107,10,1,0,0,non-default
787437,990975,Fully Paid,23350, 60 months,13.49,Not Verified,debt_consolidation,1,INDIVIDUAL,OWN,46000,MD,14.77,1,19,22,0,106,8,1,0,0,non-default
787226,990741,Charged Off,3000, 36 months,11.99,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,66000,PA,14.27,0,75,30,2,103,10,1,0,0,default
782974,986042,Fully Paid,12000, 60 months,16.49,Verified,other,1,INDIVIDUAL,MORTGAGE,79900,FL,7.93,0,40,18,0,75,10,1,0,0,non-default
785834,989177,Fully Paid,1900, 36 months,13.49,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,19392,VA,2.66,0,52,21,0,115,3,1,0,0,non-default
785765,989107,Charged Off,8050, 60 months,15.23,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,36500,MO,19.82,0,32,31,1,112,16,1,0,0,default
785197,988471,Charged Off,2000, 36 months,18.39,Not Verified,other,1,INDIVIDUAL,MORTGAGE,72000,MD,15.62,0,66,14,0,37,6,1,0,0,default
783810,986961,Fully Paid,1800, 36 months,11.99,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,33195.2,IL,12.07,0,38,11,0,98,3,1,0,0,non-default
784806,988053,Fully Paid,10300, 36 months,10.59,Source Verified,other,1,INDIVIDUAL,RENT,45000,AR,10.03,0,72,10,1,44,6,1,0,0,non-default
780110,982868,Fully Paid,25000, 60 months,18.79,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,72000,FL,9.77,0,66,26,1,51,6,2,0,0,non-default
783962,987126,Charged Off,8000, 60 months,16.49,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,70000,FL,11.23,0,46,46,2,106,22,1,0,0,default
782531,985527,Charged Off,18000, 60 months,22.64,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,60000,NC,18,0,36,32,3,82,11,1,0,0,default
739203,936757,Charged Off,2500, 36 months,13.84,Verified,other,1,INDIVIDUAL,RENT,19464,TX,13.87,0,25,20,3,115,5,1,0,0,default
781775,984692,Charged Off,16800, 60 months,16.11,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,58764,VA,16.36,0,25,28,2,73,13,1,0,0,default
774938,977154,Fully Paid,11000, 60 months,21.82,Verified,other,1,INDIVIDUAL,MORTGAGE,74000,NC,18.7,0,40,27,1,107,13,1,0,0,non-default
780472,983260,Fully Paid,4000, 36 months,18.07,Verified,other,1,INDIVIDUAL,MORTGAGE,40000,MN,1.38,0,43,17,0,113,3,1,0,0,non-default
780193,982958,Fully Paid,30000, 60 months,19.79,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,78000,AL,23.69,0,39,29,0,108,12,1,0,0,non-default
778955,981610,Charged Off,8000, 60 months,18.39,Source Verified,other,1,INDIVIDUAL,MORTGAGE,50000,FL,7.61,1,4,27,0,113,9,1,0,0,default
779411,982096,Fully Paid,12000, 36 months,13.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,80000,CO,9.69,0,26,16,2,117,7,1,0,0,non-default
749298,948523,Fully Paid,6400, 60 months,11.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,45000,CA,9.65,0,76,19,0,106,7,1,0,0,non-default
778604,981211,Fully Paid,1000, 36 months,10.99,Not Verified,medical,1,INDIVIDUAL,RENT,33388,MD,12.44,0,26,21,0,107,13,1,0,0,non-default
778300,976927,Fully Paid,5000, 36 months,15.62,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,59000,NJ,8.91,1,4,22,1,114,13,1,0,0,non-default
778050,980584,Fully Paid,10000, 36 months,13.49,Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,170000,MI,14.94,0,82,45,0,107,18,1,0,0,non-default
769216,970658,Fully Paid,15000, 36 months,15.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,100000,WV,9.13,0,43,24,0,87,10,1,0,0,non-default
773030,975028,Fully Paid,9600, 36 months,13.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,58000,FL,23.81,0,30,17,1,113,10,1,0,0,non-default
777693,980216,Fully Paid,4000, 36 months,11.49,Not Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,49349,NY,18.19,0,30,30,3,104,8,1,0,0,non-default
777141,979592,Fully Paid,2750, 36 months,15.23,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,60000,MN,9.94,0,30,10,2,110,4,1,0,0,non-default
776508,978861,Fully Paid,9450, 36 months,15.62,Source Verified,wedding,1,INDIVIDUAL,RENT,34200,IL,22.74,2,14,31,2,45,10,1,0,0,non-default
775876,978166,Fully Paid,2500, 36 months,9.99,Source Verified,home_improvement,1,INDIVIDUAL,OWN,12000,SC,7.8,0,71,17,1,118,6,1,0,0,non-default
770450,972120,Fully Paid,6000, 36 months,12.99,Source Verified,other,1,INDIVIDUAL,MORTGAGE,81000,AZ,5.36,0,59,22,1,102,6,1,0,0,non-default
775378,977625,Default,5000, 60 months,15.99,Source Verified,other,1,INDIVIDUAL,RENT,65004,CT,3.43,2,15,33,1,49,15,1,0,0,default
774252,976412,Fully Paid,6000, 36 months,13.49,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,72000,TX,20.58,0,41,29,1,98,10,1,0,0,non-default
772722,974713,Fully Paid,24000, 60 months,15.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,60000,NV,13.98,0,48,31,0,91,13,1,0,0,non-default
772704,974695,Fully Paid,15000, 36 months,14.79,Verified,home_improvement,1,INDIVIDUAL,OWN,45000,PA,19.97,0,32,17,1,115,4,1,0,0,non-default
772361,974286,Fully Paid,4800, 36 months,11.99,Verified,debt_consolidation,1,INDIVIDUAL,RENT,57408,LA,16.96,0,51,24,0,118,7,1,0,0,non-default
771120,972859,Fully Paid,6000, 36 months,15.62,Not Verified,major_purchase,1,INDIVIDUAL,MORTGAGE,71000,GA,2.99,1,13,13,1,114,7,1,0,0,non-default
771339,973100,Fully Paid,4650, 36 months,8.49,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,85000,CT,22.83,1,18,44,0,115,21,1,0,0,non-default
771203,972956,Fully Paid,6000, 36 months,10.59,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,33360,MO,0,0,78,7,0,70,5,2,0,0,non-default
766151,967132,Fully Paid,3600, 36 months,17.99,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,85000,CA,6.35,0,54,16,0,111,11,2,0,0,non-default
733448,929814,Charged Off,10800, 36 months,13.99,Source Verified,debt_consolidation,1,INDIVIDUAL,RENT,48000,HI,9.03,2,10,16,1,38,6,1,0,0,default
768276,969506,Charged Off,14400, 60 months,15.99,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,51800,CT,10.96,0,80,17,0,88,9,1,0,0,default
752015,951544,Fully Paid,10000, 36 months,7.49,Not Verified,home_improvement,1,INDIVIDUAL,MORTGAGE,96000,FL,5.47,0,73,12,0,116,7,1,0,0,non-default
766608,967624,Charged Off,16000, 60 months,14.79,Source Verified,small_business,1,INDIVIDUAL,MORTGAGE,87240,SC,10.99,0,41,23,1,114,9,1,0,0,default
759192,959422,Charged Off,10000, 36 months,16.89,Source Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,56000,NM,12.73,2,19,40,2,118,20,1,0,0,default
765812,966755,Fully Paid,5000, 36 months,10.59,Not Verified,medical,1,INDIVIDUAL,MORTGAGE,95000,AL,5.79,1,15,31,2,97,15,1,0,0,non-default
765094,965927,Charged Off,18000, 60 months,15.23,Verified,debt_consolidation,1,INDIVIDUAL,MORTGAGE,62500,IL,13.08,0,78,29,1,115,4,1,0,0,default
764124,964804,Charged Off,6725, 60 months,17.99,Source Verified,other,1,INDIVIDUAL,RENT,75000,CT,8.58,1,21,20,1,88,7,1,0,0,default
763907,964574,Charged Off,7500, 60 months,20.62,Not Verified,other,1,INDIVIDUAL,RENT,33600,MD,8.39,5,12,32,1,109,2,1,0,0,default
763665,964307,Charged Off,9000, 60 months,19.69,Verified,debt_consolidation,1,INDIVIDUAL,OWN,46590.44,CT,18.47,0,53,23,0,109,7,1,0,0,default
762908,963475,Fully Paid,1000, 36 months,9.99,Not Verified,medical,1,INDIVIDUAL,MORTGAGE,75000,FL,22.02,6,7,32,0,112,12,1,0,0,non-default
762630,963168,Charged Off,5000, 36 months,16.49,Not Verified,debt_consolidation,1,INDIVIDUAL,RENT,24000,IL,16.1,4,16,18,3,96,4,1,0,0,default
762550,963082,Fully Paid,15000, 36 months,10.99,Verified,other,1,INDIVIDUAL,RENT,85000,NY,14.44,0,38,19,0,89,5,1,0,0,non-default
759673,959929,Fully Paid,4000, 36 months,15.23,Source Verified,major_purchase,1,INDIVIDUAL,RENT,56000,NY,1.35,0,36,8,1,99,3,1,0,0,non-default
758841,959051,Fully Paid,5600, 60 months,13.49,Not Verified,car,1,INDIVIDUAL,OWN,87600,TX,13.77,0,34,42,0,109,14,1,0,0,non-default
